"","Code","Reference","Country","Site","Latitude","Longitude","MAT..�.C...Origin.data.","MAP..mm...Origin.data.","Elevation..m.a.s.l..","Slope..Origin.data.","Vegetation.type..Origin.data.","Stand.age","Parent.material..origin.data.","Soil.type..Origin.data.","Soil.class","Soil.age..a.","Comment..Site.note.","Soil.hori","X.","P.inorg..mg.kg...Resin..origin.data.","P.inorg..mg.kg...Bicarbonate..origin.data.","P.inorg..mg.kg...First.two..BicPi.W.R.Pi...ori....","P.org..mg.kg...Bicarbonate..origin.data.","P.inorg..mg.kg...Hydroxide..origin.data.","P.org..mg.kg...Hydroxide..origin.data.","P..mg.kg...Apatite..origin.data.","P.inorg..mg.kg...Sonic..origin.data.","P.org..mg.kg...Sonic..origin.data.","P.inorg..mg.kg...Conc...HCl..origin.data.","P.org..mg.kg...Conc...HCl..origin.data.","P..mg.kg...Residue..origin.data.","P.org..mg.kg...Total..origin.data.","P..mg.kg...Sum.of.P.fraction..origin.data.","P..mg.kg...Total.P.measured.separat..ori....","Comment..Notes.about.P.fractions..orig....","pH","TOC....","TN....","Al..mg.kg...DCB.Al..origin.data.","Fe..mg.kg...DCB.Al..origin.data.","Al..mg.kg...Oxalate..origin.data.","Fe..mg.kg...Oxalate..origin.data.","DBD..g.cm..3.","Texture","Sand....","Silt....","X.2.µm...9.phi....","Method.comm","P..mg.kg...Microbial.biomass..origin.data.","Lat.2","Long.2","MAT..�.C...MAT2..site.mean.annual.tempat....","MAP..mm...MAP2..site.mean.annual.precip....","Aridity.index","Elev2..m.a.s.l..","Soil.type..Soil.type2..according.to.USDA....","Parent.material..Parent.material2.","Vegetation.type..Vegetation.type2..grouped.int....","Slope..Slope2..slope.expressed.in.pe....","Depth.soil..m.","Comment","Code..Soil.depth.code..0..organic.l....","P..mg.kg...Total.P2..total..sum.of.P.fra....","P.inorg..mg.kg...Available..sum.of.HCO3Pi.and.....","P.org..mg.kg...Sum.of.HCO3.Po.and.OH.Po.","P.inorg..mg.kg...Primary.P..HCI.Pi.","P.inorg..mg.kg...Secondary.P..OH.Pi.","P..mg.kg...Occluded.P..TP.sum.resin.P..b...."
"175",175,"Roberts et al., 1985","Canada","",49.6699,-103.8514,NA,NA,375,NA,"Grass or forest","","Unsorted glacial till","Mollisol","USDA system",NA,"Weyburn-lower","0-12 cm","",20.9,16.1,NA,37.7,26.5,144.5,157.1,6.3,18.2,NA,NA,270.2,NA,697.3,NA,"",6.3,2.89,0.26,900,6120,NA,NA,NA,"",32,46,22,"Pipette method",NA,49.66985,-103.85136,3.63,386,0.46,375,"Mollisols","Glacial till","Grass and/or others",NA,6,"",1,697.3,36.99,182.18,157.05,26.52,294.6
"176",176,"Roberts et al., 1985","Canada","",49.2279,-102.1694,NA,NA,425,NA,"Grass or forest","","Unsorted glacial till","Mollisol","USDA system",NA,"Oxbow-upper","0-10 cm","",8.4,11.2,NA,5.1,11.2,65.2,192.8,1.7,10.7,NA,NA,256.3,NA,562.6,NA,"",7.7,1.42,0.15,710,5960,NA,NA,NA,"",51,31,18,"Pipette method",NA,49.22788,-102.16942,2.96,404,0.48,425,"Mollisols","Glacial till","Grass and/or others",NA,5,"",1,562.6,19.67,70.25,192.77,11.24,268.6
"177",177,"Roberts et al., 1985","Canada","",49.2279,-102.1694,NA,NA,425,NA,"Grass or forest","","Unsorted glacial till","Mollisol","USDA system",NA,"Oxbow-mid","0-19 cm","",17.1,14.6,NA,11.4,16.5,117.3,142.7,4.4,14,NA,NA,295.4,NA,633.4,NA,"",7.4,2.6,0.23,880,6740,NA,NA,NA,"",41,38,21,"Pipette method",NA,49.22788,-102.16942,2.96,404,0.48,425,"Mollisols","Glacial till","Grass and/or others",NA,9.5,"",1,633.4,31.7,128.7,142.65,16.48,313.8
"178",178,"Roberts et al., 1985","Canada","",49.2279,-102.1694,NA,NA,425,NA,"Grass or forest","","Unsorted glacial till","Mollisol","USDA system",NA,"Oxbow-lower","0-20 cm","",13.1,10.6,NA,27.7,19.3,167.4,164.4,4.6,16.9,NA,NA,339.5,NA,763.3,NA,"",6.6,3.67,0.31,980,6540,NA,NA,NA,"",30,48,22,"Pipette method",NA,49.22788,-102.16942,2.96,404,0.48,425,"Mollisols","Glacial till","Grass and/or others",NA,10,"",1,763.3,23.63,195.07,164.35,19.27,361
"179",179,"Roberts et al., 1985","Canada","",52.8764,-105.4063,NA,NA,463,NA,"Grass or forest","","Unsorted glacial till","Alfisol","USDA system",NA,"Waitville-upper","0-12 cm","",11.7,7.2,NA,6,14,35.1,125.9,3.8,6.8,NA,NA,166.6,NA,377,NA,"",7.3,1.03,0.1,700,6270,NA,NA,NA,"",36,44,20,"Pipette method",NA,52.87638,-105.40627,0.64,417,0.58,462.5,"Alfisols","Glacial till","Grass and/or others",NA,6,"",1,377,18.85,41.09,125.92,13.95,177.2
"180",180,"Roberts et al., 1985","Canada","",52.8764,-105.4063,NA,NA,463,NA,"Grass or forest","","Unsorted glacial till","Alfisol","USDA system",NA,"Waitville-mid","0-12 cm","",14.2,13.1,NA,9.5,25.5,39,144.1,5.5,8,NA,NA,141.2,NA,400,NA,"",6.6,1.8,0.13,580,4510,NA,NA,NA,"",39,51,10,"Pipette method",NA,52.87638,-105.40627,0.64,417,0.58,462.5,"Alfisols","Glacial till","Grass and/or others",NA,6,"",1,400,27.3,48.41,144.14,25.48,154.7
"181",181,"Roberts et al., 1985","Canada","",52.8764,-105.4063,NA,NA,463,NA,"Grass or forest","","Unsorted glacial till","Alfisol","USDA system",NA,"Waitville-lower","0-20 cm","",27.6,21.5,NA,10,44.6,39.1,181.9,8.5,4.5,NA,NA,163.3,NA,501,NA,"",6.7,1.61,0.13,690,5320,NA,NA,NA,"",22,65,13,"Pipette method",NA,52.87638,-105.40627,0.64,417,0.58,462.5,"Alfisols","Glacial till","Grass and/or others",NA,10,"",1,501,49.09,49.1,181.86,44.59,176.4
"182",182,"Roberts et al., 1985","Canada","",49.935,-105.85,NA,NA,325,NA,"Grass or forest","","Unsorted glacial till","Mollisol","USDA system",NA,"Aridl-upper","18-38 cm","",4.1,2.4,NA,8.3,1.2,11.2,365.2,1.8,1.8,NA,NA,195.6,NA,591,NA,"",8,0.73,0.09,520,5290,NA,NA,NA,"",38,20,42,"Pipette method",NA,49.935,-105.85,3.53,372,0.46,325,"Mollisols","Glacial till","Grass and/or others",NA,28,"",3,591,6.5,19.5,365.24,1.18,198.6
"183",183,"Roberts et al., 1985","Canada","",49.935,-105.85,NA,NA,325,NA,"Grass or forest","","Unsorted glacial till","Mollisol","USDA system",NA,"Aridl-mid","15-25 cm","",6.1,3.1,NA,11,8.6,42.8,236.8,2.5,3.7,NA,NA,297.4,NA,612,NA,"",6.6,1.08,0.13,1110,7800,NA,NA,NA,"",17,39,44,"Pipette method",NA,49.935,-105.85,3.53,372,0.46,325,"Mollisols","Glacial till","Grass and/or others",NA,20,"",2,612,9.18,53.86,236.84,8.57,303.6
"184",184,"Roberts et al., 1985","Canada","",49.935,-105.85,NA,NA,325,NA,"Grass or forest","","Unsorted glacial till","Mollisol","USDA system",NA,"Aridl-lower","15-30 cm","",14.1,8.2,NA,14.7,19.4,61.1,197.2,5.3,8.2,NA,NA,258.3,NA,587,NA,"",6.5,1.21,0.13,1010,6960,NA,NA,NA,"",12,53,35,"Pipette method",NA,49.935,-105.85,3.53,372,0.46,325,"Mollisols","Glacial till","Grass and/or others",NA,22.5,"",3,587,22.31,75.73,197.23,19.37,272.4
"185",185,"Roberts et al., 1985","Canada","",49.6699,-103.8514,NA,NA,375,NA,"Grass or forest","","Unsorted glacial till","Mollisol","USDA system",NA,"Weyburn-upper","8-28 cm","",4.6,2.3,NA,5.7,0.6,11.5,361,1.7,1.2,NA,NA,185.7,NA,573,NA,"",8,0.88,0.1,430,5230,NA,NA,NA,"",39,35,26,"Pipette method",NA,49.66985,-103.85136,3.63,386,0.46,375,"Mollisols","Glacial till","Grass and/or others",NA,18,"",2,573,6.87,17.19,360.99,0.57,187.4
"186",186,"Roberts et al., 1985","Canada","",49.6699,-103.8514,NA,NA,375,NA,"Grass or forest","","Unsorted glacial till","Mollisol","USDA system",NA,"Weyburn-mid","12-45 cm","",6.2,7.2,NA,8.2,7.7,60,176.5,2.6,8.7,NA,NA,236.5,NA,513,NA,"",6.4,1.36,0.13,750,6880,NA,NA,NA,"",28,48,24,"Pipette method",NA,49.66985,-103.85136,3.63,386,0.46,375,"Mollisols","Glacial till","Grass and/or others",NA,28.5,"",3,513,13.34,68.23,176.47,7.7,247.3
"187",187,"Roberts et al., 1985","Canada","",49.6699,-103.8514,NA,NA,375,NA,"Grass or forest","","Unsorted glacial till","Mollisol","USDA system",NA,"Weyburn-lower","12-30 cm","",5.7,6.7,NA,15.5,10.3,87.6,147.3,3.1,10.8,NA,NA,184.9,NA,515,NA,"",6.1,1.24,0.11,930,6840,NA,NA,NA,"",27,50,23,"Pipette method",NA,49.66985,-103.85136,3.63,386,0.46,375,"Mollisols","Glacial till","Grass and/or others",NA,21,"",3,515,12.37,103,147.29,10.3,242.1
"188",188,"Roberts et al., 1985","Canada","",49.2279,-102.1694,NA,NA,425,NA,"Grass or forest","","Unsorted glacial till","Mollisol","USDA system",NA,"Oxbow-upper","10-30 cm","",4.1,2.6,NA,5.1,1.5,11.3,302.8,1.5,1,NA,NA,184.5,NA,514,NA,"",8,0.73,0.09,440,4480,NA,NA,NA,"",53,28,19,"Pipette method",NA,49.22788,-102.16942,2.96,404,0.48,425,"Mollisols","Glacial till","Grass and/or others",NA,20,"",2,514,6.68,16.45,302.75,1.54,186.6
"189",189,"Roberts et al., 1985","Canada","",49.2279,-102.1694,NA,NA,425,NA,"Grass or forest","","Unsorted glacial till","Mollisol","USDA system",NA,"Oxbow-mid","10-25 cm","",3.9,8.3,NA,6.4,7.4,72,142.1,2.5,10.8,NA,NA,236.7,NA,490,NA,"",7.3,0.98,0.09,980,6940,NA,NA,NA,"",50,28,22,"Pipette method",NA,49.22788,-102.16942,2.96,404,0.48,425,"Mollisols","Glacial till","Grass and/or others",NA,17.5,"",2,490,12.25,78.4,142.1,7.35,249.9
"190",190,"Roberts et al., 1985","Canada","",49.2279,-102.1694,NA,NA,425,NA,"Grass or forest","","Unsorted glacial till","Mollisol","USDA system",NA,"Oxbow-lower","20-35 cm","",5.6,4.6,NA,8.1,13.1,73.7,127.3,4.6,12.6,NA,NA,253,NA,505,NA,"",7.1,0.98,0.11,1110,7200,NA,NA,NA,"",27,51,22,"Pipette method",NA,49.22788,-102.16942,2.96,404,0.48,425,"Mollisols","Glacial till","Grass and/or others",NA,27.5,"",3,505,10.11,81.81,127.26,13.13,272.7
"191",191,"Roberts et al., 1985","Canada","",52.8764,-105.4063,NA,NA,463,NA,"Grass or forest","","Unsorted glacial till","Alfisol","USDA system",NA,"Waitville-upper","12-18 cm","",4.6,3.4,NA,4.2,9.7,23.2,202.5,2.1,3.8,NA,NA,167.1,NA,421,NA,"",7.4,0.51,0.05,660,7510,NA,NA,NA,"",35,42,23,"Pipette method",NA,52.87638,-105.40627,0.64,417,0.58,462.5,"Alfisols","Glacial till","Grass and/or others",NA,15,"",2,421,8,27.37,202.5,9.68,173.5
"192",192,"Roberts et al., 1985","Canada","",52.8764,-105.4063,NA,NA,463,NA,"Grass or forest","","Unsorted glacial till","Alfisol","USDA system",NA,"Waitville-mid","12-37 cm","",4.2,3.2,NA,3.5,9,10.9,126.1,1.9,4.2,NA,NA,156.8,NA,320,NA,"",6.6,0.48,0.04,720,7540,NA,NA,NA,"",37,40,23,"Pipette method",NA,52.87638,-105.40627,0.64,417,0.58,462.5,"Alfisols","Glacial till","Grass and/or others",NA,24.5,"",3,320,7.36,14.4,126.08,8.96,163.2
"193",193,"Roberts et al., 1985","Canada","",52.8764,-105.4063,NA,NA,463,NA,"Grass or forest","","Unsorted glacial till","Alfisol","USDA system",NA,"Waitville-lower","20-40 cm","",8.9,8,NA,4.4,23.9,11.5,192.3,4.4,2.2,NA,NA,187.8,NA,443,NA,"",6.9,0.36,0.04,960,8950,NA,NA,NA,"",19,56,25,"Pipette method",NA,52.87638,-105.40627,0.64,417,0.58,462.5,"Alfisols","Glacial till","Grass and/or others",NA,30,"",3,443,16.83,15.95,192.26,23.92,194
"194",194,"Sattell and Morris, 1992","Sri Lankan","",8.1,80.45,NA,NA,NA,NA,"Grass","Native","Unclear","Alfisol","USDA system",NA,"Soil 10","0-15 cm","",12,17,NA,14,14,99,10,2,10,NA,NA,10,NA,NA,188,"",5.3,0.83,NA,NA,NA,NA,NA,NA,"",NA,NA,8.2,"Hydrometer method",NA,8.1,80.45,27.21,1346,0.85,107,"Alfisols","","Grass",NA,7.5,"",1,188,29,113,10,14,22
"195",195,"Satti et al., 2007","Argentina","",-39.63,-71.47,7.1,1033,1022,NA,"Forest","Native","Postglacial ash falls","Andisol","USDA system",NA,"Conifers","0-15 cm","",NA,NA,8,19,139,177,219,NA,NA,NA,NA,91,NA,NA,652,"Sum of resinpi and hco3pi",6,4.9,0.28,NA,NA,850,220,NA,"sandy loamy",NA,NA,NA,"",NA,-39.63,-71.47,7.1,1033.33,1.15,1021.67,"Andisols","Volcanic ashes","Forest",NA,7.5,"",1,653,8,196,219,139,91
"196",196,"Satti et al., 2007","Argentina","",-41,-71.33,8.3,1100,840,NA,"Forest","Native","Postglacial ash falls","Andisol","USDA system",NA,"Conifers","0-15 cm","",NA,NA,27,15,162,173,229,NA,NA,NA,NA,114,NA,NA,720,"Sum of resinpi and hco3pi",7.1,7.4,0.41,NA,NA,550,250,NA,"sandy loamy",NA,NA,NA,"",NA,-41,-71.33,8.3,1100,0.99,840,"Andisols","Volcanic ashes","Forest",NA,7.5,"",1,720,27,188,229,162,114
"197",197,"Satti et al., 2007","Argentina","",-41.38,-71.75,7.8,2000,750,NA,"Forest","Native","Postglacial ash falls","Andisol","USDA system",NA,"Conifers","0-15 cm","",NA,NA,13,14,34,136,146,NA,NA,NA,NA,151,NA,NA,494,"Sum of resinpi and hco3pi",6.2,6.9,0.31,NA,NA,870,430,NA,"sandy loamy",NA,NA,NA,"",NA,-41.38,-71.75,7.8,2000,1.74,750,"Andisols","Volcanic ashes","Forest",NA,7.5,"",1,494,13,150,146,34,151
"198",198,"Satti et al., 2007","Argentina","",-40.73,-71.3,8.2,1500,767,NA,"Forest","Native","Postglacial ash falls","Andisol","USDA system",NA,"Evergreens","0-15 cm","",NA,NA,29,25,158,204,182,NA,NA,NA,NA,124,NA,NA,724,"Sum of resinpi and hco3pi",6.2,5.4,0.28,NA,NA,790,260,NA,"sandy loamy",NA,NA,NA,"",NA,-40.73,-71.3,8.2,1500,0.93,767,"Andisols","Volcanic ashes","Forest",NA,7.5,"",1,722,29,229,182,158,124
"199",199,"Satti et al., 2007","Argentina","",-41.03,-71.22,8.2,617,713,NA,"Forest","Native","Postglacial ash falls","Andisol","USDA system",NA,"Evergreens","0-15 cm","",NA,NA,39,46,56,191,224,NA,NA,NA,NA,207,NA,NA,735,"Sum of resinpi and hco3pi",6.9,7,0.45,NA,NA,240,360,NA,"sandy loamy",NA,NA,NA,"",NA,-41.03,-71.22,8.2,616.67,0.92,712.67,"Andisols","Volcanic ashes","Forest",NA,7.5,"",1,763,39,237,224,56,207
"200",200,"Satti et al., 2007","Argentina","",-40.83,-71.55,8.1,1750,770,NA,"Forest","Native","Postglacial ash falls","Andisol","USDA system",NA,"Evergreens","0-15 cm","",NA,NA,18,50,135,146,129,NA,NA,NA,NA,125,NA,NA,589,"Sum of resinpi and hco3pi",6.3,10.8,0.48,NA,NA,830,220,NA,"sandy loamy",NA,NA,NA,"",NA,-40.83,-71.55,8.1,1750,1.28,770,"Andisols","Volcanic ashes","Forest",NA,7.5,"",1,603,18,196,129,135,125
"201",201,"Satti et al., 2007","Argentina","",-40.93,-71.7,7.8,1633,840,NA,"Forest","Native","Postglacial ash falls","Andisol","USDA system",NA,"Deciduous","0-15 cm","",NA,NA,16,37,164,154,168,NA,NA,NA,NA,84,NA,NA,611,"Sum of resinpi and hco3pi",6.1,7.5,0.33,NA,NA,860,350,NA,"sandy loamy",NA,NA,NA,"",NA,-40.93,-71.7,7.8,1633.33,1.37,840,"Andisols","Volcanic ashes","Forest",NA,7.5,"",1,623,16,191,168,164,84
"202",202,"Satti et al., 2007","Argentina","",-40.12,-71.65,8.3,2007,810,NA,"Forest","Native","Postglacial ash falls","Andisol","USDA system",NA,"Deciduous","0-15 cm","",NA,NA,14,37,114,218,136,NA,NA,NA,NA,143,NA,NA,651,"Sum of resinpi and hco3pi",5.7,8.9,0.45,NA,NA,850,410,NA,"sandy loamy",NA,NA,NA,"",NA,-40.12,-71.65,8.3,2006.67,1.4,810,"Andisols","Volcanic ashes","Forest",NA,7.5,"",1,662,14,255,136,114,143
"203",203,"Satti et al., 2007","Argentina","",-40.13,-71.64,8.5,2007,787,NA,"Forest","Native","Postglacial ash falls","Andisol","USDA system",NA,"Deciduous","0-15 cm","",NA,NA,57,79,209,316,218,NA,NA,NA,NA,240,NA,NA,1072,"Sum of resinpi and hco3pi",6.4,13.6,0.78,NA,NA,520,340,NA,"sandy loamy",NA,NA,NA,"",NA,-40.13,-71.64,8.5,2006.67,1.38,786.67,"Andisols","Volcanic ashes","Forest",NA,7.5,"",1,1119,57,395,218,209,240
"204",204,"Satti et al., 2007","Argentina","",-40.6,-71.15,5.9,1267,1237,NA,"Forest","Native","Postglacial ash falls","Andisol","USDA system",NA,"Deciduous","0-15 cm","",NA,NA,50,76,149,343,145,NA,NA,NA,NA,240,NA,NA,964,"Sum of resinpi and hco3pi",6,14.2,0.65,NA,NA,610,390,NA,"sandy loamy",NA,NA,NA,"",NA,-40.6,-71.15,5.9,1266.67,0.79,1236.67,"Andisols","Volcanic ashes","Forest",NA,7.5,"",1,1003,50,419,145,149,240
"205",205,"Schlesinger et al., 1998","Indonesia","",-6.102,105.423,27,2750,100,NA,"Forest","Native","Pyroclastic ash","Entisol","USDA system",110,"100 m","0-3 cm","",41.9,NA,NA,NA,41.1,69.9,80.6,NA,NA,NA,80.6,41.8,129.4,708.2,NA,"",NA,NA,NA,NA,NA,1500,1970,NA,"",NA,NA,NA,"",NA,-6.102,105.423,27,2750,1.72,100,"Entisols","Volcanic ashes","Forest",NA,1.5,"",1,708.2,NA,NA,80.6,41.1,NA
"206",206,"Schlesinger et al., 1998","Indonesia","",-6.102,105.423,27,2750,100,NA,"Forest","Native","Pyroclastic ash","Entisol","USDA system",110,"100 m","10-12 cm","",11.5,NA,NA,NA,40.4,64.1,59.5,NA,NA,NA,59.5,40.4,92.9,572.7,NA,"",NA,NA,NA,NA,NA,1810,2906,NA,"",NA,NA,NA,"",NA,-6.102,105.423,27,2750,1.72,100,"Entisols","Volcanic ashes","Forest",NA,11,"",2,572.7,NA,NA,59.5,40.4,NA
"207",207,"Schlesinger et al., 1998","Indonesia","",-6.102,105.423,27,2750,100,NA,"Forest","Native","Pyroclastic ash","Entisol","USDA system",110,"100 m","40-42 cm","",9.7,NA,NA,NA,65.6,3.7,44.8,NA,NA,NA,44.8,40,29.6,485.6,NA,"",NA,NA,NA,NA,NA,1644,2370,NA,"",NA,NA,NA,"",NA,-6.102,105.423,27,2750,1.72,100,"Entisols","Volcanic ashes","Forest",NA,41,"",3,485.6,NA,NA,44.8,65.6,NA
"208",208,"Schlesinger et al., 1998","Indonesia","",-6.102,105.423,27,2750,100,NA,"Forest","Native","Pyroclastic ash","Entisol","USDA system",110,"100 m","57-60 cm","",22.8,NA,NA,NA,73.4,8.3,49.2,NA,NA,NA,49.2,3.8,24.6,575.8,NA,"",NA,NA,NA,NA,NA,1515,3017,NA,"",NA,NA,NA,"",NA,-6.102,105.423,27,2750,1.72,100,"Entisols","Volcanic ashes","Forest",NA,58.5,"",3,575.8,NA,NA,49.2,73.4,NA
"209",209,"Schlesinger et al., 1998","Indonesia","",-6.102,105.423,27,2750,100,NA,"Forest","Native","Pyroclastic ash","Entisol","USDA system",110,"100 m","67 cm","",38.1,NA,NA,NA,78,0,39.9,NA,NA,NA,39.9,20.4,4.8,571.1,NA,"",NA,NA,NA,NA,NA,1556,2704,NA,"",NA,NA,NA,"",NA,-6.102,105.423,27,2750,1.72,100,"Entisols","Volcanic ashes","Forest",NA,67,"",3,571.1,NA,NA,39.9,78,NA
"210",210,"Schlesinger et al., 1998","Indonesia","",-6.102,105.423,27,2750,155,NA,"Forest","Native","Pyroclastic ash","Entisol","USDA system",NA,"155 m","0-3 cm","",93.6,NA,NA,NA,60.7,121,135.9,NA,NA,NA,135.9,61,222.7,599.2,NA,"",NA,NA,NA,NA,NA,1583,2445,NA,"",NA,NA,NA,"",NA,-6.102,105.423,27,2750,1.72,155,"Entisols","Volcanic ashes","Forest",NA,1.5,"",1,599.2,NA,NA,135.9,60.7,NA
"211",211,"Schlesinger et al., 1998","Indonesia","",-6.102,105.423,27,2750,155,NA,"Forest","Native","Pyroclastic ash","Entisol","USDA system",NA,"155 m","6-10 cm","",12.2,NA,NA,NA,69.3,103.5,73.8,NA,NA,NA,73.8,56.8,156.2,466.4,NA,"",NA,NA,NA,NA,NA,2374,5844,NA,"",NA,NA,NA,"",NA,-6.102,105.423,27,2750,1.72,155,"Entisols","Volcanic ashes","Forest",NA,8,"",1,466.4,NA,NA,73.8,69.3,NA
"212",212,"Schlesinger et al., 1998","Indonesia","",-6.102,105.423,27,2750,155,NA,"Forest","Native","Pyroclastic ash","Entisol","USDA system",NA,"155 m","17-20 cm","",24,NA,NA,NA,48.2,81.7,30.2,NA,NA,NA,30.2,25.3,101.5,542.3,NA,"",NA,NA,NA,NA,NA,1285,2282,NA,"",NA,NA,NA,"",NA,-6.102,105.423,27,2750,1.72,155,"Entisols","Volcanic ashes","Forest",NA,18.5,"",2,542.3,NA,NA,30.2,48.2,NA
"213",213,"Schlesinger et al., 1998","Indonesia","",-6.102,105.423,27,2750,155,NA,"Forest","Native","Pyroclastic ash","Entisol","USDA system",NA,"155 m","25-28 cm","",77.6,NA,NA,NA,37.7,4.8,25.7,NA,NA,NA,25.7,12.3,22.3,456.3,NA,"",NA,NA,NA,NA,NA,754,1767,NA,"",NA,NA,NA,"",NA,-6.102,105.423,27,2750,1.72,155,"Entisols","Volcanic ashes","Forest",NA,26.5,"",3,456.3,NA,NA,25.7,37.7,NA
"214",214,"Schlesinger et al., 1998","Indonesia","",-6.102,105.423,27,2750,480,NA,"Forest","Native","Pyroclastic ash","Entisol","USDA system",NA,"480 m","0-3 cm","",99,NA,NA,NA,57.3,147.6,176.4,NA,NA,NA,176.4,71,274.1,710.9,NA,"",NA,NA,NA,NA,NA,3354,3812,NA,"",NA,NA,NA,"",NA,-6.102,105.423,27,2750,1.72,480,"Entisols","Volcanic ashes","Forest",NA,1.5,"",1,710.9,NA,NA,176.4,57.3,NA
"215",215,"Schlesinger et al., 1998","Indonesia","",-6.102,105.423,27,2750,480,NA,"Forest","Native","Pyroclastic ash","Entisol","USDA system",NA,"480 m","10-12 cm","",13.5,NA,NA,NA,51.6,151.1,135.8,NA,NA,NA,135.8,122.4,243.2,642.4,NA,"",NA,NA,NA,NA,NA,5262,5077,NA,"",NA,NA,NA,"",NA,-6.102,105.423,27,2750,1.72,480,"Entisols","Volcanic ashes","Forest",NA,11,"",2,642.4,NA,NA,135.8,51.6,NA
"216",216,"Schlesinger et al., 1998","Indonesia","",-6.102,105.423,27,2750,480,NA,"Forest","Native","Pyroclastic ash","Entisol","USDA system",NA,"480 m","17-20 cm","",1.3,NA,NA,NA,35.7,47.4,63.1,NA,NA,NA,63.1,32,61.7,454.7,NA,"",NA,NA,NA,NA,NA,3215,3921,NA,"",NA,NA,NA,"",NA,-6.102,105.423,27,2750,1.72,480,"Entisols","Volcanic ashes","Forest",NA,18.5,"",2,454.7,NA,NA,63.1,35.7,NA
"217",217,"Schlesinger et al., 1998","Indonesia","",-6.102,105.423,27,2750,480,NA,"Forest","Native","Pyroclastic ash","Entisol","USDA system",NA,"480 m","20-30 cm","",1.5,NA,NA,NA,50.9,20.5,46.5,NA,NA,NA,46.5,37.1,35,413,NA,"",NA,NA,NA,NA,NA,5064,3031,NA,"",NA,NA,NA,"",NA,-6.102,105.423,27,2750,1.72,480,"Entisols","Volcanic ashes","Forest",NA,25,"",3,413,NA,NA,46.5,50.9,NA
"218",218,"Schlesinger et al., 1998","Indonesia","",-6.102,105.423,27,2750,720,NA,"Forest","Native","Pyroclastic ash","Entisol","USDA system",NA,"720 m","0-3 cm","",32.5,NA,NA,NA,72.2,143.7,97.6,NA,NA,NA,97.6,63.3,236.4,628.5,NA,"",NA,NA,NA,NA,NA,2895,3905,NA,"",NA,NA,NA,"",NA,-6.102,105.423,27,2750,1.72,720,"Entisols","Volcanic ashes","Forest",NA,1.5,"",1,628.5,NA,NA,97.6,72.2,NA
"219",219,"Schlesinger et al., 1998","Indonesia","",-6.102,105.423,27,2750,720,NA,"Forest","Native","Pyroclastic ash","Entisol","USDA system",NA,"720 m","3-6 cm","",6.6,NA,NA,NA,58.7,119.7,47.8,NA,NA,NA,47.8,53.3,159.5,485.5,NA,"",NA,NA,NA,NA,NA,3928,4983,NA,"",NA,NA,NA,"",NA,-6.102,105.423,27,2750,1.72,720,"Entisols","Volcanic ashes","Forest",NA,4.5,"",1,485.5,NA,NA,47.8,58.7,NA
"220",220,"Schlesinger et al., 1998","Indonesia","",-6.102,105.423,27,2750,720,NA,"Forest","Native","Pyroclastic ash","Entisol","USDA system",NA,"720 m","6-10 cm","",3,NA,NA,NA,52.7,111.3,52.7,NA,NA,NA,52.7,42.4,152.5,413.5,NA,"",NA,NA,NA,NA,NA,4363,4107,NA,"",NA,NA,NA,"",NA,-6.102,105.423,27,2750,1.72,720,"Entisols","Volcanic ashes","Forest",NA,8,"",1,413.5,NA,NA,52.7,52.7,NA
"221",221,"Schlesinger et al., 1998","Indonesia","",-6.102,105.423,27,2750,720,NA,"Forest","Native","Pyroclastic ash","Entisol","USDA system",NA,"720 m","10-12 cm","",1.1,NA,NA,NA,38.3,39,31.3,NA,NA,NA,31.3,24.8,53.6,531,NA,"",NA,NA,NA,NA,NA,3485,2977,NA,"",NA,NA,NA,"",NA,-6.102,105.423,27,2750,1.72,720,"Entisols","Volcanic ashes","Forest",NA,11,"",2,531,NA,NA,31.3,38.3,NA
"222",222,"Schlesinger et al., 1998","Indonesia","",-6.102,105.423,27,2750,720,NA,"Forest","Native","Pyroclastic ash","Entisol","USDA system",NA,"720 m","12-15 cm","",1.2,NA,NA,NA,44,104.2,43.5,NA,NA,NA,43.5,34.4,141.9,482,NA,"",NA,NA,NA,NA,NA,5185,4071,NA,"",NA,NA,NA,"",NA,-6.102,105.423,27,2750,1.72,720,"Entisols","Volcanic ashes","Forest",NA,13.5,"",2,482,NA,NA,43.5,44,NA
"223",223,"Schlichting et al., 2002","Germany","Droe",63.2336,12.6563,8.4,570,60,NA,"Grass","","Unclear","Histosol","WRB system",NA,"Dreo-eGL","0-23 cm","",49,20,NA,70,68,225,20,NA,NA,NA,NA,325.9,NA,776,NA,"",5.4,21.8,1.37,NA,NA,2334,7315,NA,"",NA,NA,NA,"",NA,63.23363,12.65625,8.4,570,1.82,60,"Histosols","","Grass",NA,11.5,"",2,776,69,295,20,68,324
"224",224,"Schlichting et al., 2002","Germany","Droe",63.2336,12.6563,8.4,570,60,NA,"Grass","","Unclear","Histosol","WRB system",NA,"Dreo-eGL","23-37 cm","",47,63,NA,0,196,910,62,NA,NA,NA,NA,717.1,NA,1992,NA,"",5.5,17.4,0.84,NA,NA,20295,1033,NA,"",NA,NA,NA,"",NA,63.23363,12.65625,8.4,570,1.82,60,"Histosols","","Grass",NA,30,"",3,1992,110,NA,62,196,714
